               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.065429,            0.014497,                   0,              0.7193,             0.61111,             0.73269,             0.28977,             0.05958,            0.008522,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,            0.070183,            0.015064,                   0,             0.45764,             0.66802,             0.57449,             0.21024,            0.060636,           0.0086851,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,             0.05678,            0.013871,                   0,             0.45764,             0.66802,             0.57449,             0.21024,            0.060636,           0.0086851,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.057525,            0.012331,                   0,             0.55322,             0.55556,             0.59119,             0.17389,            0.057046,           0.0085068,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.063113,            0.015951,                   0,             0.55322,             0.55556,             0.59119,             0.17389,            0.057046,           0.0085068,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,            0.064871,             0.01369,                   0,             0.70408,              0.7601,             0.79776,             0.32103,             0.05048,           0.0083809,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,            0.051352,            0.015307,                   0,             0.70408,              0.7601,             0.79776,             0.32103,             0.05048,           0.0083809,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.055605,            0.013634,                   0,             0.61295,             0.70833,             0.65699,             0.21969,            0.059959,           0.0083065,                   0,            0.006832,            0.006832,            0.006832
                 162,             0.06363,            0.015189,                   0,             0.61295,             0.70833,             0.65699,             0.21969,            0.059959,           0.0083065,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,            0.060261,            0.019736,                   0,             0.84424,             0.72222,             0.78474,             0.28143,            0.052988,           0.0083437,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,            0.061321,            0.016406,                   0,             0.84424,             0.72222,             0.78474,             0.28143,            0.052988,           0.0083437,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,             0.05822,            0.016979,                   0,             0.64381,                0.75,               0.765,             0.29116,            0.051667,           0.0082026,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,            0.054268,            0.016125,                   0,             0.64381,                0.75,               0.765,             0.29116,            0.051667,           0.0082026,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.054928,             0.01334,                   0,             0.69133,             0.66667,             0.71455,             0.21427,            0.060886,           0.0083809,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,            0.054582,            0.015966,                   0,             0.69133,             0.66667,             0.71455,             0.21427,            0.060886,           0.0083809,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.059861,            0.018179,                   0,             0.62253,             0.64138,             0.69733,             0.22516,            0.057033,           0.0082684,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.061007,            0.017512,                   0,             0.62253,             0.64138,             0.69733,             0.22516,            0.057033,           0.0082684,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.067381,            0.014384,                   0,             0.74059,             0.70833,             0.77202,             0.26329,            0.053793,           0.0082455,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.054576,            0.014609,                   0,             0.74059,             0.70833,             0.77202,             0.26329,            0.053793,           0.0082455,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.055474,            0.014646,                   0,             0.78595,               0.714,              0.8288,             0.31316,            0.049684,           0.0082798,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.050896,            0.014807,                   0,             0.78595,               0.714,              0.8288,             0.31316,            0.049684,           0.0082798,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.056334,            0.018461,                   0,             0.77706,             0.72618,             0.78182,             0.31466,            0.051096,           0.0083075,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.056828,            0.016666,                   0,             0.77706,             0.72618,             0.78182,             0.31466,            0.051096,           0.0083075,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.054654,            0.013103,                   0,             0.74864,             0.70833,             0.74864,             0.21953,            0.061046,           0.0082827,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.067116,             0.01673,                   0,             0.74864,             0.70833,             0.74864,             0.21953,            0.061046,           0.0082827,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.061668,            0.014288,                   0,             0.71219,             0.68742,             0.72957,             0.26335,            0.053957,           0.0081367,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.056847,            0.010575,                   0,             0.71219,             0.68742,             0.72957,             0.26335,            0.053957,           0.0081367,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.066587,            0.017476,                   0,             0.75629,             0.68964,             0.76636,             0.31703,            0.051141,           0.0080853,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.055676,            0.015533,                   0,             0.75629,             0.68964,             0.76636,             0.31703,            0.051141,           0.0080853,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.058419,            0.018651,                   0,             0.73631,             0.77778,             0.84913,             0.34444,            0.049945,           0.0082121,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.052522,            0.016978,                   0,             0.73631,             0.77778,             0.84913,             0.34444,            0.049945,           0.0082121,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.054428,            0.019635,                   0,             0.77307,              0.7571,             0.83938,             0.37195,            0.047955,           0.0082636,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.050806,            0.017821,                   0,             0.77307,              0.7571,             0.83938,             0.37195,            0.047955,           0.0082636,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.055864,            0.016731,                   0,             0.81584,             0.77778,             0.85007,             0.33764,            0.046611,           0.0082455,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.050663,            0.013253,                   0,             0.81584,             0.77778,             0.85007,             0.33764,            0.046611,           0.0082455,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.046686,            0.018394,                   0,             0.83855,             0.76389,             0.84553,             0.36381,            0.047111,           0.0081701,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.055449,            0.015183,                   0,             0.83855,             0.76389,             0.84553,             0.36381,            0.047111,           0.0081701,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.054211,            0.017207,                   0,             0.75781,             0.69444,             0.78272,             0.32099,            0.052341,           0.0083265,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.056863,             0.01318,                   0,             0.75781,             0.69444,             0.78272,             0.32099,            0.052341,           0.0083265,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.057914,            0.014757,                   0,             0.83542,                0.75,             0.83855,              0.3252,            0.050841,           0.0081577,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,             0.05707,            0.016028,                   0,             0.83542,                0.75,             0.83855,              0.3252,            0.050841,           0.0081577,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.061441,            0.011339,                   0,             0.81595,                0.75,             0.81868,             0.35226,            0.046888,           0.0078926,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.049879,            0.012941,                   0,             0.81595,                0.75,             0.81868,             0.35226,            0.046888,           0.0078926,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.053158,             0.01527,                   0,             0.81753,                0.75,              0.8295,              0.3166,            0.052756,            0.007988,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.050674,            0.015554,                   0,             0.81753,                0.75,              0.8295,              0.3166,            0.052756,            0.007988,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.048297,            0.013411,                   0,             0.81511,             0.77778,              0.8553,             0.36716,            0.047125,           0.0078936,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.052754,            0.014353,                   0,             0.81511,             0.77778,              0.8553,             0.36716,            0.047125,           0.0078936,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.054909,             0.01482,                   0,             0.67739,             0.79167,             0.79567,             0.32094,            0.054611,           0.0080042,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.051551,            0.013189,                   0,             0.67739,             0.79167,             0.79567,             0.32094,            0.054611,           0.0080042,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.055118,            0.016708,                   0,             0.83661,             0.71122,             0.79552,             0.32919,            0.051275,           0.0078163,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.050462,            0.014704,                   0,             0.83661,             0.71122,             0.79552,             0.32919,            0.051275,           0.0078163,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.052706,            0.014921,                   0,             0.75544,                0.75,              0.8291,             0.33801,            0.051735,           0.0078182,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.046451,            0.010435,                   0,             0.75544,                0.75,              0.8291,             0.33801,            0.051735,           0.0078182,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.053332,            0.016465,                   0,             0.75911,             0.79167,             0.83596,              0.3234,            0.049005,           0.0078087,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.054455,            0.012997,                   0,             0.75911,             0.79167,             0.83596,              0.3234,            0.049005,           0.0078087,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.058502,            0.016306,                   0,             0.79952,             0.69444,             0.74322,             0.30811,            0.052425,           0.0075722,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,             0.05234,            0.016024,                   0,             0.79952,             0.69444,             0.74322,             0.30811,            0.052425,           0.0075722,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.047882,            0.012132,                   0,              0.8057,             0.74872,             0.81507,             0.36291,            0.047993,           0.0076704,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.049909,             0.01355,                   0,              0.8057,             0.74872,             0.81507,             0.36291,            0.047993,           0.0076704,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.051458,            0.010677,                   0,             0.83981,                0.75,             0.79923,             0.32216,             0.05155,           0.0077591,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.049039,            0.011331,                   0,             0.83981,                0.75,             0.79923,             0.32216,             0.05155,           0.0077591,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.055443,            0.015065,                   0,             0.82156,             0.80556,             0.86306,             0.35251,            0.048612,           0.0077858,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,             0.04818,             0.01677,                   0,             0.82156,             0.80556,             0.86306,             0.35251,            0.048612,           0.0077858,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.052642,             0.01406,                   0,             0.80264,             0.73611,              0.7836,             0.34221,             0.04557,           0.0077791,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.053672,            0.011142,                   0,             0.80264,             0.73611,              0.7836,             0.34221,             0.04557,           0.0077791,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.051538,            0.012558,                   0,             0.83412,             0.84722,             0.87365,             0.38256,            0.047131,            0.007823,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.050964,            0.015633,                   0,             0.83412,             0.84722,             0.87365,             0.38256,            0.047131,            0.007823,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.050312,            0.013859,                   0,             0.84074,             0.73323,             0.83936,             0.39366,            0.045537,           0.0077696,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.048639,            0.015738,                   0,             0.84074,             0.73323,             0.83936,             0.39366,            0.045537,           0.0077696,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.053936,            0.016539,                   0,             0.78107,             0.83333,             0.86139,             0.33554,            0.049436,           0.0079689,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.054881,             0.01282,                   0,             0.78107,             0.83333,             0.86139,             0.33554,            0.049436,           0.0079689,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.052299,            0.013706,                   0,             0.83973,             0.80051,             0.88516,             0.39317,            0.046253,           0.0079241,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.053977,             0.01358,                   0,             0.83973,             0.80051,             0.88516,             0.39317,            0.046253,           0.0079241,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.052312,            0.013955,                   0,             0.82839,             0.73611,             0.82992,             0.35527,            0.045408,           0.0078821,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.046697,            0.011335,                   0,             0.82839,             0.73611,             0.82992,             0.35527,            0.045408,           0.0078821,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.050921,            0.013157,                   0,             0.84855,              0.7782,             0.88431,             0.41516,            0.041887,           0.0077724,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.050294,            0.013449,                   0,             0.84855,              0.7782,             0.88431,             0.41516,            0.041887,           0.0077724,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.048467,            0.014619,                   0,             0.84256,             0.84722,             0.88924,             0.38925,            0.047073,           0.0078011,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.049849,            0.016755,                   0,             0.84256,             0.84722,             0.88924,             0.38925,            0.047073,           0.0078011,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.050071,             0.01368,                   0,             0.84062,             0.86111,             0.91359,             0.41348,            0.043657,           0.0077734,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,             0.05176,             0.01377,                   0,             0.84062,             0.86111,             0.91359,             0.41348,            0.043657,           0.0077734,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,             0.05009,            0.018439,                   0,             0.86193,             0.86707,             0.92786,             0.39602,            0.044499,           0.0078392,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.050913,            0.015235,                   0,             0.86193,             0.86707,             0.92786,             0.39602,            0.044499,           0.0078392,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.050004,            0.015038,                   0,             0.83629,             0.81944,             0.89221,             0.42136,            0.041178,           0.0077324,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.052519,            0.013655,                   0,             0.83629,             0.81944,             0.89221,             0.42136,            0.041178,           0.0077324,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,            0.047746,            0.013213,                   0,             0.79161,             0.81944,             0.86901,              0.3523,            0.043514,           0.0076504,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.046426,            0.014259,                   0,             0.79161,             0.81944,             0.86901,              0.3523,            0.043514,           0.0076504,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.046991,             0.01351,                   0,             0.78582,             0.86634,             0.87934,              0.4058,            0.041362,           0.0077181,                   0,            0.005248,            0.005248,            0.005248
                 242,             0.04959,            0.013578,                   0,             0.78582,             0.86634,             0.87934,              0.4058,            0.041362,           0.0077181,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.049337,            0.013621,                   0,             0.79249,             0.79566,              0.8595,              0.3793,            0.044749,           0.0076609,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.052477,            0.017048,                   0,             0.79249,             0.79566,              0.8595,              0.3793,            0.044749,           0.0076609,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.049044,            0.012158,                   0,             0.82228,              0.8354,             0.87244,             0.38408,            0.043545,           0.0077105,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.047067,            0.016466,                   0,             0.82228,              0.8354,             0.87244,             0.38408,            0.043545,           0.0077105,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.051586,            0.015325,                   0,             0.83586,             0.77803,             0.87639,             0.40861,            0.043922,           0.0075607,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.049575,            0.011568,                   0,             0.83586,             0.77803,             0.87639,             0.40861,            0.043922,           0.0075607,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,            0.049291,            0.012973,                   0,             0.84085,             0.88059,             0.91371,             0.40048,            0.044919,           0.0077133,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.046266,            0.013504,                   0,             0.84085,             0.88059,             0.91371,             0.40048,            0.044919,           0.0077133,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.052862,            0.012623,                   0,             0.85312,             0.88738,             0.93512,              0.4357,            0.041843,           0.0076265,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.046601,            0.012158,                   0,             0.85312,             0.88738,             0.93512,              0.4357,            0.041843,           0.0076265,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.047004,             0.01374,                   0,             0.88225,             0.83255,             0.89388,             0.40562,            0.043304,           0.0076313,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.042405,            0.011191,                   0,             0.88225,             0.83255,             0.89388,             0.40562,            0.043304,           0.0076313,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,            0.055862,            0.013907,                   0,             0.87112,             0.84494,               0.926,             0.44282,            0.040082,           0.0075455,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.050545,            0.015893,                   0,             0.87112,             0.84494,               0.926,             0.44282,            0.040082,           0.0075455,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.051173,            0.013286,                   0,             0.78012,             0.78847,             0.83663,             0.38292,            0.045766,           0.0076075,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.048854,            0.014373,                   0,             0.78012,             0.78847,             0.83663,             0.38292,            0.045766,           0.0076075,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.047801,            0.014275,                   0,             0.85121,             0.87404,             0.91677,             0.40818,            0.041619,           0.0076218,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.049976,            0.014123,                   0,             0.85121,             0.87404,             0.91677,             0.40818,            0.041619,           0.0076218,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,            0.047764,            0.019293,                   0,             0.85074,             0.87085,             0.89961,              0.3967,            0.044285,           0.0075922,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.045491,           0.0099251,                   0,             0.85074,             0.87085,             0.89961,              0.3967,            0.044285,           0.0075922,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.049864,            0.015912,                   0,             0.83746,             0.83333,              0.9062,              0.4124,            0.042624,           0.0074883,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.044096,            0.011728,                   0,             0.83746,             0.83333,              0.9062,              0.4124,            0.042624,           0.0074883,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.050502,            0.015244,                   0,             0.81689,             0.84722,             0.90609,             0.43558,            0.041831,           0.0075083,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.049213,            0.016501,                   0,             0.81689,             0.84722,             0.90609,             0.43558,            0.041831,           0.0075083,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.046524,            0.014953,                   0,             0.83875,             0.86695,             0.91878,             0.41511,            0.042256,           0.0076151,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,            0.051564,             0.01424,                   0,             0.83875,             0.86695,             0.91878,             0.41511,            0.042256,           0.0076151,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.046639,            0.015586,                   0,             0.81775,             0.86111,             0.89612,             0.41707,            0.043097,           0.0075245,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.046928,            0.014685,                   0,             0.81775,             0.86111,             0.89612,             0.41707,            0.043097,           0.0075245,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,             0.05021,            0.016161,                   0,             0.81939,             0.88889,             0.90493,             0.42134,             0.03995,           0.0074902,                   0,            0.004654,            0.004654,            0.004654
                 272,            0.048326,            0.014021,                   0,             0.81939,             0.88889,             0.90493,             0.42134,             0.03995,           0.0074902,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.044606,           0.0099475,                   0,             0.83462,             0.84119,             0.89881,             0.40147,             0.04396,           0.0075932,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,             0.05085,            0.015288,                   0,             0.83462,             0.84119,             0.89881,             0.40147,             0.04396,           0.0075932,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.048015,            0.015437,                   0,             0.88772,             0.87848,              0.9207,             0.44374,            0.040024,           0.0074177,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,            0.045351,            0.013448,                   0,             0.88772,             0.87848,              0.9207,             0.44374,            0.040024,           0.0074177,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.043545,            0.010877,                   0,             0.85382,             0.89241,             0.91916,             0.43867,            0.038693,           0.0073891,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,            0.041052,            0.013312,                   0,             0.85382,             0.89241,             0.91916,             0.43867,            0.038693,           0.0073891,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,            0.047444,             0.01674,                   0,             0.84221,             0.88959,             0.91276,             0.41473,            0.043507,           0.0074892,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,            0.045469,            0.019451,                   0,             0.84221,             0.88959,             0.91276,             0.41473,            0.043507,           0.0074892,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,            0.050421,            0.015375,                   0,             0.82204,             0.88889,             0.91563,             0.41614,            0.040721,           0.0074501,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.044654,            0.015684,                   0,             0.82204,             0.88889,             0.91563,             0.41614,            0.040721,           0.0074501,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.046877,            0.013257,                   0,             0.84783,             0.88889,             0.91186,             0.43812,            0.039215,           0.0073986,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.042036,             0.01541,                   0,             0.84783,             0.88889,             0.91186,             0.43812,            0.039215,           0.0073986,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,            0.045159,            0.011054,                   0,             0.89339,             0.77778,             0.88199,             0.39061,            0.041747,           0.0074205,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.048884,            0.012399,                   0,             0.89339,             0.77778,             0.88199,             0.39061,            0.041747,           0.0074205,                   0,            0.004357,            0.004357,            0.004357
                 287,            0.051351,            0.014317,                   0,             0.88074,             0.84722,             0.91829,             0.42404,            0.039665,           0.0073719,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.044831,            0.014944,                   0,             0.88074,             0.84722,             0.91829,             0.42404,            0.039665,           0.0073719,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.041107,            0.011911,                   0,             0.87491,             0.87428,             0.91692,             0.43221,            0.039864,           0.0073452,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,            0.041953,            0.014153,                   0,             0.87491,             0.87428,             0.91692,             0.43221,            0.039864,           0.0073452,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,            0.035744,           0.0082702,                   0,             0.83675,             0.85434,             0.90389,             0.44338,            0.038479,           0.0073471,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.042981,            0.014453,                   0,             0.83675,             0.85434,             0.90389,             0.44338,            0.038479,           0.0073471,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,            0.044114,            0.013384,                   0,             0.83597,             0.86111,              0.9164,              0.4545,            0.039372,           0.0072765,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.047489,            0.016573,                   0,             0.83597,             0.86111,              0.9164,              0.4545,            0.039372,           0.0072765,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,            0.047065,            0.013195,                   0,             0.91406,              0.8864,             0.92047,             0.44515,            0.038475,           0.0072556,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.041061,            0.012757,                   0,             0.91406,              0.8864,             0.92047,             0.44515,            0.038475,           0.0072556,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.046264,             0.01491,                   0,             0.87699,             0.89121,             0.93859,             0.43928,            0.041511,           0.0072966,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.046463,            0.014263,                   0,             0.87699,             0.89121,             0.93859,             0.43928,            0.041511,           0.0072966,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.047301,            0.013577,                   0,             0.86579,             0.89605,             0.92685,             0.44899,            0.039389,           0.0072308,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.044154,            0.014192,                   0,             0.86579,             0.89605,             0.92685,             0.44899,            0.039389,           0.0072308,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,            0.044968,            0.012896,                   0,             0.86345,             0.87825,             0.92558,             0.45486,            0.039539,           0.0072689,                   0,             0.00406,             0.00406,             0.00406
                 302,            0.041737,            0.013988,                   0,             0.86345,             0.87825,             0.92558,             0.45486,            0.039539,           0.0072689,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,              0.0444,            0.014361,                   0,             0.88605,             0.90278,             0.93822,             0.44325,            0.039635,            0.007226,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.047117,            0.012898,                   0,             0.88605,             0.90278,             0.93822,             0.44325,            0.039635,            0.007226,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.040215,            0.012052,                   0,             0.82801,             0.86929,             0.92172,             0.46362,            0.039029,           0.0071955,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,            0.041589,            0.012897,                   0,             0.82801,             0.86929,             0.92172,             0.46362,            0.039029,           0.0071955,                   0,            0.003961,            0.003961,            0.003961
                 307,            0.043022,            0.011221,                   0,             0.90447,             0.84722,             0.91758,             0.45567,            0.038538,           0.0072165,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,             0.03879,            0.015963,                   0,             0.90447,             0.84722,             0.91758,             0.45567,            0.038538,           0.0072165,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,             0.04431,            0.013442,                   0,              0.8633,             0.87712,             0.93837,             0.49404,            0.038999,           0.0072384,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.046365,            0.015247,                   0,              0.8633,             0.87712,             0.93837,             0.49404,            0.038999,           0.0072384,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,             0.04348,            0.011626,                   0,             0.86265,             0.80556,             0.91486,             0.45493,            0.039881,           0.0072556,                   0,            0.003862,            0.003862,            0.003862
                 312,            0.040084,            0.013468,                   0,             0.86265,             0.80556,             0.91486,             0.45493,            0.039881,           0.0072556,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,            0.042331,            0.013765,                   0,             0.93882,             0.81944,             0.92376,             0.46856,            0.038883,           0.0072031,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,            0.044111,            0.015543,                   0,             0.93882,             0.81944,             0.92376,             0.46856,            0.038883,           0.0072031,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.044441,            0.014755,                   0,             0.80963,             0.83333,             0.89465,             0.44195,            0.040309,           0.0072346,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.049188,            0.014601,                   0,             0.80963,             0.83333,             0.89465,             0.44195,            0.040309,           0.0072346,                   0,            0.003763,            0.003763,            0.003763
                 317,            0.043816,            0.013556,                   0,             0.85316,               0.875,             0.91684,              0.4759,            0.037206,           0.0071125,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.039652,            0.010561,                   0,             0.85316,               0.875,             0.91684,              0.4759,            0.037206,           0.0071125,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.043768,            0.012783,                   0,             0.89158,             0.88889,             0.94466,             0.50054,            0.036436,           0.0070839,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,            0.042908,            0.011657,                   0,             0.89158,             0.88889,             0.94466,             0.50054,            0.036436,           0.0070839,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,            0.041676,            0.014318,                   0,             0.86341,             0.86111,             0.91089,             0.47155,            0.038775,           0.0071487,                   0,            0.003664,            0.003664,            0.003664
                 322,            0.044838,            0.016117,                   0,             0.86341,             0.86111,             0.91089,             0.47155,            0.038775,           0.0071487,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,            0.042449,            0.014324,                   0,             0.86681,             0.88889,             0.92276,             0.48465,            0.038405,           0.0071497,                   0,           0.0036244,           0.0036244,           0.0036244
